Country,Year,GDP_rise,Gini,Agg_dem,Agg_sup,Avg CPI,Eco_Equ,Per_cap,mar_cost,inf_rate,int_rate
Guinea,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Rwanda,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Benin,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Burundi,1961,2,7.13,2.9,10.33,72.6,258.66,2,7.13,2,7.13
Tunisia,1961,1.6,5.7,2.9,10.33,72.6,258.66,1.6,5.7,1.6,5.7
Nevada,1961,2.75,9.8,2.9,10.33,72.6,258.66,2.75,9.8,2.75,9.8
Togo,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Libya,1961,2.5,8.91,2.9,10.33,72.6,258.66,2.5,8.91,2.5,8.91
Congo,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Liberia,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Mauritania,1961,2.5,8.91,2.9,10.33,72.6,258.66,2.5,8.91,2.5,8.91
Eritrea,1961,2.1,7.48,2.9,10.33,72.6,258.66,2.1,7.48,2.3,8.19
Namibia,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Oklahoma,1961,2,7.13,2.9,10.33,72.6,258.66,2,7.13,2,7.13
Gambia,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Botswana,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Puerto Rico,1961,1.2,4.28,2.9,10.33,72.6,258.66,1.2,4.28,2.5,8.91
Rhode Island,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Gabon,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Lesotho,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Mauritius,1961,0,0,2.9,10.33,72.6,258.66,0,0,0,0
Eswatini,1961,1.4,4.99,2.9,10.33,72.6,258.66,1.4,4.99,1.4,4.99
Djibouti,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Utah,1961,2.2,7.84,2.9,10.33,72.6,258.66,2.2,7.84,2.45,8.73
Vermont,1961,2.9,10.33,2.9,10.33,72.6,258.66,2.9,10.33,2.9,10.33
Comoros,1961,2.35,8.37,2.9,10.33,72.6,258.66,2.35,8.37,2.35,8.37
CaboVerde,1961,2.3,8.19,2.9,10.33,72.6,258.66,2.3,8.19,2.3,8.19
Seychelles,1961,2.2,7.84,2.9,10.33,72.6,258.66,2.2,7.84,2.2,7.84
Wisconsin,1961,2.8,9.98,2.9,10.33,72.6,258.66,2.8,9.98,2.8,9.98
Wyoming,1961,1.6,5.7,2.9,10.33,72.6,258.66,1.6,5.7,1.6,5.7
Nigeria,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Ethiopia,1962,3.6,11.3,3.1,9.73,82.4,258.66,3.6,11.3,3.6,11.3
Egypt,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
DRcongo,1962,2.55,8,3.1,9.73,82.4,258.66,2.55,8,2.55,8
Tanzania,1962,2.9,9.1,3.1,9.73,82.4,258.66,2.9,9.1,2.9,9.1
SouthAfrica,1962,1.9,5.96,3.1,9.73,82.4,258.66,1.9,5.96,1.9,5.96
Kenya,1962,3.12,9.79,3.1,9.73,82.4,258.66,3.12,9.79,3.12,9.79
Uganda,1962,2,6.28,3.1,9.73,82.4,258.66,2,6.28,2,6.28
Algeria,1962,2.5,7.85,3.1,9.73,82.4,258.66,2.5,7.85,3.5,10.99
Sudan,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Morocco,1962,1.25,3.92,3.1,9.73,82.4,258.66,1.25,3.92,1.25,3.92
Angola,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Mozambique,1962,2.9,9.1,3.1,9.73,82.4,258.66,2.9,9.1,2.9,9.1
Ghana,1962,2.3,7.22,3.1,9.73,82.4,258.66,2.3,7.22,2.3,7.22
Madagascar,1962,2.3,7.22,3.1,9.73,82.4,258.66,2.3,7.22,2.3,7.22
Cameron,1962,2,6.28,3.1,9.73,82.4,258.66,2,6.28,2,6.28
cotetrichy,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Niger,1962,1.6,5.02,3.1,9.73,82.4,258.66,1.6,5.02,1.6,5.02
BurkinaFaso,1962,2.15,6.75,3.1,9.73,82.4,258.66,2.15,6.75,2.15,6.75
mali,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
malawi,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Zambia,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Senegal,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Zimbabwe,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Guinea,1962,2.9,9.1,3.1,9.73,82.4,258.66,2.9,9.1,2.9,9.1
Rwanda,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Benin,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Burundi,1962,2,6.28,3.1,9.73,82.4,258.66,2,6.28,2,6.28
Tunisia,1962,1.6,5.02,3.1,9.73,82.4,258.66,1.6,5.02,1.6,5.02
Nevada,1962,2.75,8.63,3.1,9.73,82.4,258.66,2.75,8.63,2.75,8.63
Togo,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Libya,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Congo,1962,2.65,8.32,3.1,9.73,82.4,258.66,2.65,8.32,2.65,8.32
Liberia,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Mauritania,1962,2.75,8.63,3.1,9.73,82.4,258.66,2.75,8.63,2.75,8.63
Eritrea,1962,2.6,8.16,3.1,9.73,82.4,258.66,2.6,8.16,3.1,9.73
Namibia,1962,2.3,7.22,3.1,9.73,82.4,258.66,2.3,7.22,2.3,7.22
Oklahoma,1962,2,6.28,3.1,9.73,82.4,258.66,2,6.28,2,6.28
Gambia,1962,2.9,9.1,3.1,9.73,82.4,258.66,2.9,9.1,2.9,9.1
Botswana,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Puerto Rico,1962,1.2,3.77,3.1,9.73,82.4,258.66,1.2,3.77,2.5,7.85
Rhode Island,1962,2.65,8.32,3.1,9.73,82.4,258.66,2.65,8.32,2.65,8.32
Gabon,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Lesotho,1962,2.3,7.22,3.1,9.73,82.4,258.66,2.3,7.22,2.3,7.22
Mauritius,1962,0,0,3.1,9.73,82.4,258.66,0,0,0,0
Eswatini,1962,1.4,4.39,3.1,9.73,82.4,258.66,1.4,4.39,1.4,4.39
Djibouti,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Utah,1962,2.35,7.38,3.1,9.73,82.4,258.66,2.35,7.38,2.6,8.16
Vermont,1962,3.1,9.73,3.1,9.73,82.4,258.66,3.1,9.73,3.1,9.73
Comoros,1962,2.35,7.38,3.1,9.73,82.4,258.66,2.35,7.38,2.35,7.38
CaboVerde,1962,2.3,7.22,3.1,9.73,82.4,258.66,2.3,7.22,2.3,7.22
Seychelles,1962,2.2,6.91,3.1,9.73,82.4,258.66,2.2,6.91,2.2,6.91
Wisconsin,1962,3,9.42,3.1,9.73,82.4,258.66,3,9.42,3,9.42
Wyoming,1962,1.6,5.02,3.1,9.73,82.4,258.66,1.6,5.02,1.6,5.02
Nigeria,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Ethiopia,1963,3.85,10.96,3.35,9.53,90.9,258.66,3.85,10.96,3.85,10.96
Egypt,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
DRcongo,1963,2.7,7.68,3.35,9.53,90.9,258.66,2.7,7.68,2.7,7.68
Tanzania,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
SouthAfrica,1963,1.9,5.41,3.35,9.53,90.9,258.66,1.9,5.41,1.9,5.41
Kenya,1963,3.37,9.59,3.35,9.53,90.9,258.66,3.37,9.59,3.37,9.59
Uganda,1963,2,5.69,3.35,9.53,90.9,258.66,2,5.69,2,5.69
Algeria,1963,2.5,7.11,3.35,9.53,90.9,258.66,2.5,7.11,3.75,10.67
Sudan,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Morocco,1963,1.25,3.56,3.35,9.53,90.9,258.66,1.25,3.56,1.25,3.56
Angola,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Mozambique,1963,3.1,8.82,3.35,9.53,90.9,258.66,3.1,8.82,3.1,8.82
Ghana,1963,2.3,6.54,3.35,9.53,90.9,258.66,2.3,6.54,2.3,6.54
Madagascar,1963,2.3,6.54,3.35,9.53,90.9,258.66,2.3,6.54,2.3,6.54
Cameron,1963,2,5.69,3.35,9.53,90.9,258.66,2,5.69,2,5.69
cotetrichy,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Niger,1963,1.6,4.55,3.35,9.53,90.9,258.66,1.6,4.55,1.6,4.55
BurkinaFaso,1963,2.15,6.12,3.35,9.53,90.9,258.66,2.15,6.12,2.15,6.12
mali,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
malawi,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Zambia,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Senegal,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Zimbabwe,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Guinea,1963,3.1,8.82,3.35,9.53,90.9,258.66,3.1,8.82,3.1,8.82
Rwanda,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Benin,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Burundi,1963,2,5.69,3.35,9.53,90.9,258.66,2,5.69,2,5.69
Tunisia,1963,1.6,4.55,3.35,9.53,90.9,258.66,1.6,4.55,1.6,4.55
Nevada,1963,2.75,7.83,3.35,9.53,90.9,258.66,2.75,7.83,2.75,7.83
Togo,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Libya,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Congo,1963,2.9,8.25,3.35,9.53,90.9,258.66,2.9,8.25,2.9,8.25
Liberia,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Mauritania,1963,2.9,8.25,3.35,9.53,90.9,258.66,2.9,8.25,2.9,8.25
Eritrea,1963,2.8,7.97,3.35,9.53,90.9,258.66,2.8,7.97,3.1,8.82
Namibia,1963,2.3,6.54,3.35,9.53,90.9,258.66,2.3,6.54,2.3,6.54
Oklahoma,1963,3.1,8.82,3.35,9.53,90.9,258.66,3.1,8.82,3.1,8.82
Gambia,1963,3.1,8.82,3.35,9.53,90.9,258.66,3.1,8.82,3.1,8.82
Botswana,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Puerto Rico,1963,1.2,3.41,3.35,9.53,90.9,258.66,1.2,3.41,3.1,8.82
Rhode Island,1963,2.9,8.25,3.35,9.53,90.9,258.66,2.9,8.25,2.9,8.25
Gabon,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Lesotho,1963,2.3,6.54,3.35,9.53,90.9,258.66,2.3,6.54,2.3,6.54
Mauritius,1963,0,0,3.35,9.53,90.9,258.66,0,0,0,0
Eswatini,1963,1.4,3.98,3.35,9.53,90.9,258.66,1.4,3.98,1.4,3.98
Djibouti,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Utah,1963,2.5,7.11,3.35,9.53,90.9,258.66,2.5,7.11,2.75,7.83
Vermont,1963,3.35,9.53,3.35,9.53,90.9,258.66,3.35,9.53,3.35,9.53
Comoros,1963,2.65,7.54,3.35,9.53,90.9,258.66,2.65,7.54,2.65,7.54
CaboVerde,1963,2.3,6.54,3.35,9.53,90.9,258.66,2.3,6.54,2.3,6.54
Seychelles,1963,2.75,7.83,3.35,9.53,90.9,258.66,2.75,7.83,2.75,7.83
Wisconsin,1963,3.25,9.25,3.35,9.53,90.9,258.66,3.25,9.25,3.25,9.25
Wyoming,1963,1.6,4.55,3.35,9.53,90.9,258.66,1.6,4.55,1.6,4.55
Nigeria,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Ethiopia,1964,3.85,10.32,3.35,8.98,96.5,258.66,3.85,10.32,3.85,10.32
Egypt,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
DRcongo,1964,2.7,7.24,3.35,8.98,96.5,258.66,2.7,7.24,2.7,7.24
Tanzania,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
SouthAfrica,1964,1.9,5.09,3.35,8.98,96.5,258.66,1.9,5.09,1.9,5.09
Kenya,1964,3.37,9.03,3.35,8.98,96.5,258.66,3.37,9.03,3.37,9.03
Uganda,1964,2,5.36,3.35,8.98,96.5,258.66,2,5.36,2,5.36
Algeria,1964,2.5,6.7,3.35,8.98,96.5,258.66,2.5,6.7,3.75,10.05
Sudan,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Morocco,1964,1.25,3.35,3.35,8.98,96.5,258.66,1.25,3.35,1.25,3.35
Angola,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Mozambique,1964,3.1,8.31,3.35,8.98,96.5,258.66,3.1,8.31,3.1,8.31
Ghana,1964,2.3,6.16,3.35,8.98,96.5,258.66,2.3,6.16,2.3,6.16
Madagascar,1964,2.3,6.16,3.35,8.98,96.5,258.66,2.3,6.16,2.3,6.16
Cameron,1964,2,5.36,3.35,8.98,96.5,258.66,2,5.36,2,5.36
cotetrichy,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Niger,1964,1.6,4.29,3.35,8.98,96.5,258.66,1.6,4.29,1.6,4.29
BurkinaFaso,1964,2.15,5.76,3.35,8.98,96.5,258.66,2.15,5.76,2.15,5.76
mali,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
malawi,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Zambia,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Senegal,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Zimbabwe,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Guinea,1964,3.1,8.31,3.35,8.98,96.5,258.66,3.1,8.31,3.1,8.31
Rwanda,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Benin,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Burundi,1964,2,5.36,3.35,8.98,96.5,258.66,2,5.36,2,5.36
Tunisia,1964,1.6,4.29,3.35,8.98,96.5,258.66,1.6,4.29,1.6,4.29
Nevada,1964,2.75,7.37,3.35,8.98,96.5,258.66,2.75,7.37,2.75,7.37
Togo,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Libya,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Congo,1964,2.9,7.77,3.35,8.98,96.5,258.66,2.9,7.77,2.9,7.77
Liberia,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Mauritania,1964,2.9,7.77,3.35,8.98,96.5,258.66,2.9,7.77,2.9,7.77
Eritrea,1964,2.8,7.51,3.35,8.98,96.5,258.66,2.8,7.51,3.1,8.31
Namibia,1964,2.3,6.16,3.35,8.98,96.5,258.66,2.3,6.16,2.3,6.16
Oklahoma,1964,3.1,8.31,3.35,8.98,96.5,258.66,3.1,8.31,3.1,8.31
Gambia,1964,3.1,8.31,3.35,8.98,96.5,258.66,3.1,8.31,3.1,8.31
Botswana,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Puerto Rico,1964,1.2,3.22,3.35,8.98,96.5,258.66,1.2,3.22,3.1,8.31
Rhode Island,1964,2.9,7.77,3.35,8.98,96.5,258.66,2.9,7.77,2.9,7.77
Gabon,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Lesotho,1964,2.3,6.16,3.35,8.98,96.5,258.66,2.3,6.16,2.3,6.16
Mauritius,1964,0,0,3.35,8.98,96.5,258.66,0,0,0,0
Eswatini,1964,1.4,3.75,3.35,8.98,96.5,258.66,1.4,3.75,1.4,3.75
Djibouti,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Utah,1964,2.5,6.7,3.35,8.98,96.5,258.66,2.5,6.7,2.75,7.37
Vermont,1964,3.35,8.98,3.35,8.98,96.5,258.66,3.35,8.98,3.35,8.98
Comoros,1964,2.65,7.1,3.35,8.98,96.5,258.66,2.65,7.1,2.65,7.1
CaboVerde,1964,2.3,6.16,3.35,8.98,96.5,258.66,2.3,6.16,2.3,6.16
Seychelles,1964,2.75,7.37,3.35,8.98,96.5,258.66,2.75,7.37,2.75,7.37
Wisconsin,1964,3.25,8.71,3.35,8.98,96.5,258.66,3.25,8.71,3.25,8.71
Wyoming,1964,1.6,4.29,3.35,8.98,96.5,258.66,1.6,4.29,1.6,4.29
Nigeria,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Ethiopia,1965,3.85,10,3.35,8.7,99.6,258.66,3.85,10,3.85,10
Egypt,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
DRcongo,1965,2.7,7.01,3.35,8.7,99.6,258.66,2.7,7.01,2.7,7.01
Tanzania,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
SouthAfrica,1965,1.9,4.93,3.35,8.7,99.6,258.66,1.9,4.93,1.9,4.93
Kenya,1965,3.37,8.75,3.35,8.7,99.6,258.66,3.37,8.75,3.37,8.75
Uganda,1965,2,5.19,3.35,8.7,99.6,258.66,2,5.19,2,5.19
Algeria,1965,2.5,6.49,3.35,8.7,99.6,258.66,2.5,6.49,3.75,9.74
Sudan,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Morocco,1965,1.25,3.25,3.35,8.7,99.6,258.66,1.25,3.25,1.25,3.25
Angola,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Mozambique,1965,3.1,8.05,3.35,8.7,99.6,258.66,3.1,8.05,3.1,8.05
Ghana,1965,2.3,5.97,3.35,8.7,99.6,258.66,2.3,5.97,2.3,5.97
Madagascar,1965,2.3,5.97,3.35,8.7,99.6,258.66,2.3,5.97,2.3,5.97
Cameron,1965,2,5.19,3.35,8.7,99.6,258.66,2,5.19,2,5.19
cotetrichy,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Niger,1965,1.6,4.16,3.35,8.7,99.6,258.66,1.6,4.16,1.6,4.16
BurkinaFaso,1965,2.15,5.58,3.35,8.7,99.6,258.66,2.15,5.58,2.15,5.58
mali,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
malawi,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Zambia,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Senegal,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Zimbabwe,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Guinea,1965,3.1,8.05,3.35,8.7,99.6,258.66,3.1,8.05,3.1,8.05
Rwanda,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Benin,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Burundi,1965,2,5.19,3.35,8.7,99.6,258.66,2,5.19,2,5.19
Tunisia,1965,1.6,4.16,3.35,8.7,99.6,258.66,1.6,4.16,1.6,4.16
Nevada,1965,2.75,7.14,3.35,8.7,99.6,258.66,2.75,7.14,2.75,7.14
Togo,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Libya,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Congo,1965,2.9,7.53,3.35,8.7,99.6,258.66,2.9,7.53,2.9,7.53
Liberia,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Mauritania,1965,2.9,7.53,3.35,8.7,99.6,258.66,2.9,7.53,2.9,7.53
Eritrea,1965,2.8,7.27,3.35,8.7,99.6,258.66,2.8,7.27,3.1,8.05
Namibia,1965,2.3,5.97,3.35,8.7,99.6,258.66,2.3,5.97,2.3,5.97
Oklahoma,1965,3.1,8.05,3.35,8.7,99.6,258.66,3.1,8.05,3.1,8.05
Gambia,1965,3.1,8.05,3.35,8.7,99.6,258.66,3.1,8.05,3.1,8.05
Botswana,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Puerto Rico,1965,1.2,3.12,3.35,8.7,99.6,258.66,1.2,3.12,3.1,8.05
Rhode Island,1965,2.9,7.53,3.35,8.7,99.6,258.66,2.9,7.53,2.9,7.53
Gabon,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Lesotho,1965,2.3,5.97,3.35,8.7,99.6,258.66,2.3,5.97,2.3,5.97
Mauritius,1965,0,0,3.35,8.7,99.6,258.66,0,0,0,0
Eswatini,1965,1.4,3.64,3.35,8.7,99.6,258.66,1.4,3.64,1.4,3.64
Djibouti,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Utah,1965,2.5,6.49,3.35,8.7,99.6,258.66,2.5,6.49,2.75,7.14
Vermont,1965,3.35,8.7,3.35,8.7,99.6,258.66,3.35,8.7,3.35,8.7
Comoros,1965,2.65,6.88,3.35,8.7,99.6,258.66,2.65,6.88,2.65,6.88
CaboVerde,1965,2.3,5.97,3.35,8.7,99.6,258.66,2.3,5.97,2.3,5.97
Seychelles,1965,2.75,7.14,3.35,8.7,99.6,258.66,2.75,7.14,2.75,7.14
Wisconsin,1965,3.25,8.44,3.35,8.7,99.6,258.66,3.25,8.44,3.25,8.44
Wyoming,1965,1.6,4.16,3.35,8.7,99.6,258.66,1.6,4.16,1.6,4.16
Nigeria,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Ethiopia,1966,3.85,9.58,3.35,8.34,103.9,258.66,3.85,9.58,3.85,9.58
Egypt,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
DRcongo,1966,2.7,6.72,3.35,8.34,103.9,258.66,2.7,6.72,2.7,6.72
Tanzania,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
SouthAfrica,1966,1.9,4.73,3.35,8.34,103.9,258.66,1.9,4.73,1.9,4.73
Kenya,1966,3.37,8.39,3.35,8.34,103.9,258.66,3.37,8.39,3.37,8.39
Uganda,1966,2,4.98,3.35,8.34,103.9,258.66,2,4.98,2,4.98
Algeria,1966,2.5,6.22,3.35,8.34,103.9,258.66,2.5,6.22,3.75,9.34
Sudan,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Morocco,1966,1.25,3.11,3.35,8.34,103.9,258.66,1.25,3.11,1.25,3.11
Angola,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Mozambique,1966,3.1,7.72,3.35,8.34,103.9,258.66,3.1,7.72,3.1,7.72
Ghana,1966,2.3,5.73,3.35,8.34,103.9,258.66,2.3,5.73,2.3,5.73
Madagascar,1966,2.3,5.73,3.35,8.34,103.9,258.66,2.3,5.73,2.3,5.73
Cameron,1966,2,4.98,3.35,8.34,103.9,258.66,2,4.98,2,4.98
cotetrichy,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Niger,1966,1.6,3.98,3.35,8.34,103.9,258.66,1.6,3.98,1.6,3.98
BurkinaFaso,1966,2.15,5.35,3.35,8.34,103.9,258.66,2.15,5.35,2.15,5.35
mali,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
malawi,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Zambia,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Senegal,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Zimbabwe,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Guinea,1966,3.1,7.72,3.35,8.34,103.9,258.66,3.1,7.72,3.1,7.72
Rwanda,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Benin,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Burundi,1966,2,4.98,3.35,8.34,103.9,258.66,2,4.98,2,4.98
Tunisia,1966,1.6,3.98,3.35,8.34,103.9,258.66,1.6,3.98,1.6,3.98
Nevada,1966,2.75,6.85,3.35,8.34,103.9,258.66,2.75,6.85,2.75,6.85
Togo,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Libya,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Congo,1966,2.9,7.22,3.35,8.34,103.9,258.66,2.9,7.22,2.9,7.22
Liberia,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Mauritania,1966,2.9,7.22,3.35,8.34,103.9,258.66,2.9,7.22,2.9,7.22
Eritrea,1966,2.8,6.97,3.35,8.34,103.9,258.66,2.8,6.97,3.1,7.72
Namibia,1966,2.3,5.73,3.35,8.34,103.9,258.66,2.3,5.73,2.3,5.73
Oklahoma,1966,3.1,7.72,3.35,8.34,103.9,258.66,3.1,7.72,3.1,7.72
Gambia,1966,3.1,7.72,3.35,8.34,103.9,258.66,3.1,7.72,3.1,7.72
Botswana,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Puerto Rico,1966,1.2,2.99,3.35,8.34,103.9,258.66,1.2,2.99,3.1,7.72
Rhode Island,1966,2.9,7.22,3.35,8.34,103.9,258.66,2.9,7.22,2.9,7.22
Gabon,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Lesotho,1966,2.3,5.73,3.35,8.34,103.9,258.66,2.3,5.73,2.3,5.73
Mauritius,1966,0,0,3.35,8.34,103.9,258.66,0,0,0,0
Eswatini,1966,1.4,3.49,3.35,8.34,103.9,258.66,1.4,3.49,1.4,3.49
Djibouti,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Utah,1966,2.5,6.22,3.35,8.34,103.9,258.66,2.5,6.22,2.75,6.85
Vermont,1966,3.35,8.34,3.35,8.34,103.9,258.66,3.35,8.34,3.35,8.34
Comoros,1966,2.65,6.6,3.35,8.34,103.9,258.66,2.65,6.6,2.65,6.6
CaboVerde,1966,2.3,5.73,3.35,8.34,103.9,258.66,2.3,5.73,2.3,5.73
Seychelles,1966,2.75,6.85,3.35,8.34,103.9,258.66,2.75,6.85,2.75,6.85
Wisconsin,1966,3.25,8.09,3.35,8.34,103.9,258.66,3.25,8.09,3.25,8.09
Wyoming,1966,1.6,3.98,3.35,8.34,103.9,258.66,1.6,3.98,1.6,3.98
Nigeria,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
